ID,start,end,code,team,action,half,pos_x,pos_y
2594,4386.85,4406.85,10. Jessica Anne Fishlock,OL Reign,Tackles (Unsuccessful actions),2nd half,45.6,54.6
2595,4386.85,4406.85,30. Celeste Anais Boureille,Portland Thorns,Dribbles (Successful actions),2nd half,59.4,13.4
2596,4386.85,4406.85,10. Jessica Anne Fishlock,OL Reign,Challenges (lost),2nd half,45.6,54.6
2597,4386.85,4406.85,30. Celeste Anais Boureille,Portland Thorns,Positional attacks,2nd half,59.4,13.4
2598,4388.18,4408.18,30. Celeste Anais Boureille,Portland Thorns,Passes into the penalty box,2nd half,65.1,17.2
2599,4388.18,4408.18,30. Celeste Anais Boureille,Portland Thorns,Passes accurate,2nd half,65.1,17.2
2600,4388.18,4408.18,30. Celeste Anais Boureille,Portland Thorns,Positional attacks,2nd half,65.1,17.2
2601,4391,4411,3. Lauren Kate Barnes,OL Reign,Challenges (won),2nd half,13.9,51.7
2602,4391,4411,3. Lauren Kate Barnes,OL Reign,Positional attacks,2nd half,13.9,51.7
2603,4391,4411,9. Caitlin Jade Foord,Portland Thorns,Challenges (lost),2nd half,91.1,16.3
2604,4420.01,4440.01,15. Ellie Madison Carpenter,Portland Thorns,Throw-in attacks,2nd half,89.2,0.0
2605,4420.01,4440.01,15. Ellie Madison Carpenter,Portland Thorns,Passes accurate,2nd half,89.2,0.0
2606,4420.01,4440.01,15. Ellie Madison Carpenter,Portland Thorns,Passes into the penalty box,2nd half,89.2,0.0
2607,4422,4442,10. Jessica Anne Fishlock,OL Reign,Air challenges (won),2nd half,6.7,50.0
2608,4422,4442,10. Lindsey Michelle Horan,Portland Thorns,Challenges (lost),2nd half,98.3,18
2609,4422,4442,10. Jessica Anne Fishlock,OL Reign,Challenges (won),2nd half,6.7,50.0
2610,4422,4442,10. Lindsey Michelle Horan,Portland Thorns,Air challenges (lost),2nd half,98.3,18
2611,4422,4442,10. Jessica Anne Fishlock,OL Reign,Throw-in attacks,2nd half,6.7,50.0
2612,4422,4442,10. Jessica Anne Fishlock,OL Reign,Passes accurate,2nd half,6.7,50.0
2613,4422,4442,10. Lindsey Michelle Horan,Portland Thorns,Lost balls,2nd half,98.3,18.0
2614,4424.34,4444.34,15. Megan Anna Rapinoe,OL Reign,Passes accurate,2nd half,14.7,49.3
2615,4430.01,4450.01,22. Jasmyne Spencer,OL Reign,Passes (inaccurate),2nd half,39.1,10.3
2616,4430.01,4450.01,22. Jasmyne Spencer,OL Reign,Lost balls,2nd half,70.8,5.3
2617,4433.67,4453.67,4. Emily Townsend Menges,Portland Thorns,Picking-ups,2nd half,34.2,62.7
2618,4434.7,4454.7,4. Emily Townsend Menges,Portland Thorns,Passes accurate,2nd half,29.8,59.1
2619,4434.7,4454.7,4. Emily Townsend Menges,Portland Thorns,Positional attacks,2nd half,29.8,59.1
2620,4436.04,4456.04,16. Emily Ann Sonnett,Portland Thorns,Positional attacks,2nd half,29.0,41.7
2621,4438.01,4458.01,16. Emily Ann Sonnett,Portland Thorns,Positional attacks,2nd half,30.2,35.4
2622,4438.01,4458.01,16. Emily Ann Sonnett,Portland Thorns,Passes (inaccurate),2nd half,30.2,35.4
2623,4440.87,4460.87,7. Stephanie-Elise Catley,OL Reign,Positional attacks,2nd half,32.1,49.1
2624,4440.87,4460.87,7. Stephanie-Elise Catley,OL Reign,Passes (inaccurate),2nd half,32.1,49.1
2625,4440.87,4460.87,7. Stephanie-Elise Catley,OL Reign,Picking-ups,2nd half,32.1,49.1
2626,4440.87,4460.87,7. Stephanie-Elise Catley,OL Reign,Positional attacks,2nd half,32.1,49.1
2627,4442.96,4462.96,10. Lindsey Michelle Horan,Portland Thorns,Interceptions,2nd half,55.7,28.3
2628,4442.96,4462.96,10. Lindsey Michelle Horan,Portland Thorns,Interceptions (in opp. half),2nd half,55.7,28.3
2629,4442.96,4462.96,10. Lindsey Michelle Horan,Portland Thorns,Positional attacks,2nd half,55.7,28.3
2630,4444.98,4464.98,6. Alexandra Linsley Long Batista,OL Reign,Passes (inaccurate),2nd half,35.5,42.6
2631,4444.98,4464.98,6. Alexandra Linsley Long Batista,OL Reign,Positional attacks,2nd half,35.5,42.6
2632,4444.98,4464.98,6. Alexandra Linsley Long Batista,OL Reign,Picking-ups,2nd half,35.5,42.6
2633,4444.98,4464.98,6. Alexandra Linsley Long Batista,OL Reign,Positional attacks,2nd half,35.5,42.6
2634,4445.13,4465.13,10. Lindsey Michelle Horan,Portland Thorns,Lost balls,2nd half,68.2,25.9
2635,4445.13,4465.13,10. Lindsey Michelle Horan,Portland Thorns,Interceptions (in opp. half),2nd half,68.2,25.9
2636,4445.13,4465.13,10. Lindsey Michelle Horan,Portland Thorns,Positional attacks,2nd half,68.2,25.9
2637,4445.13,4465.13,10. Lindsey Michelle Horan,Portland Thorns,Interceptions,2nd half,68.2,25.9
2638,4446.44,4466.44,4. Megan Leigh Oyster,OL Reign,Counter-attacks,2nd half,25.0,34.2
2639,4446.44,4466.44,4. Megan Leigh Oyster,OL Reign,Positional attacks,2nd half,25.0,34.2
2640,4446.44,4466.44,4. Megan Leigh Oyster,OL Reign,Picking-ups,2nd half,25.0,34.2
2641,4446.44,4466.44,4. Megan Leigh Oyster,OL Reign,Passes accurate,2nd half,25.0,34.2
2642,4448.6,4468.6,7. Stephanie-Elise Catley,OL Reign,Counter-attacks,2nd half,29.2,53.6
2643,4450.34,4470.34,7. Stephanie-Elise Catley,OL Reign,Passes accurate,2nd half,31.1,63.5
2644,4450.34,4470.34,7. Stephanie-Elise Catley,OL Reign,Counter-attacks,2nd half,31.1,63.5
2645,4453.88,4473.88,15. Ellie Madison Carpenter,Portland Thorns,Tackles (Successful actions),2nd half,38.6,1
2646,4453.88,4473.88,15. Ellie Madison Carpenter,Portland Thorns,Challenges (won),2nd half,38.6,1
2647,4453.88,4473.88,15. Megan Anna Rapinoe,OL Reign,Challenges (lost),2nd half,66.4,67.0
2648,4453.88,4473.88,15. Megan Anna Rapinoe,OL Reign,Dribbles (Unsuccessful actions),2nd half,66.4,67.0
2649,4453.88,4473.88,15. Megan Anna Rapinoe,OL Reign,Counter-attacks,2nd half,66.4,67.0
2650,4453.88,4473.88,15. Megan Anna Rapinoe,OL Reign,Lost balls,2nd half,66.4,67.0
2651,4458.12,4478.12,15. Ellie Madison Carpenter,Portland Thorns,Passes accurate,2nd half,21.4,2.4
2652,4459.41,4479.41,16. Emily Ann Sonnett,Portland Thorns,Passes accurate,2nd half,10.9,9.1
2653,4460.37,4480.37,30. Celeste Anais Boureille,Portland Thorns,Lost balls (in opp. half),2nd half,31.9,12.5
2654,4460.37,4480.37,10. Jessica Anne Fishlock,OL Reign,Challenges (won),2nd half,73.1,55.5
2655,4460.37,4480.37,30. Celeste Anais Boureille,Portland Thorns,Challenges (lost),2nd half,31.9,12.5
2656,4460.37,4480.37,30. Celeste Anais Boureille,Portland Thorns,Lost balls,2nd half,31.9,12.5
2657,4461.54,4481.54,10. Jessica Anne Fishlock,OL Reign,Positional attacks,2nd half,75.4,54.6
2658,4461.54,4481.54,10. Jessica Anne Fishlock,OL Reign,Dribbling,2nd half,75.4,54.6
2659,4463.7,4483.7,16. Emily Ann Sonnett,Portland Thorns,Interceptions,2nd half,15.8,21.5
2660,4463.7,4483.7,10. Jessica Anne Fishlock,OL Reign,Shots,2nd half,82.9,47.4
2661,4463.7,4483.7,16. Emily Ann Sonnett,Portland Thorns,Positional attacks,2nd half,15.8,21.5
2662,4463.7,4483.7,10. Jessica Anne Fishlock,OL Reign,Positional attacks,2nd half,82.9,47.4
2663,4464.85,4484.85,15. Ellie Madison Carpenter,Portland Thorns,Picking-ups,2nd half,17.0,11.3
2664,4464.85,4484.85,15. Ellie Madison Carpenter,Portland Thorns,Positional attacks,2nd half,17.0,11.3
2665,4538.14,4558.14,15. Ellie Madison Carpenter,Portland Thorns,Passes accurate,2nd half,33.2,0.0
2666,4539.7,4559.7,7. Ana Maria Crnogorcevic,Portland Thorns,Passes accurate,2nd half,47.2,2.2
2667,4542.02,4562.02,30. Celeste Anais Boureille,Portland Thorns,Passes (inaccurate),2nd half,48.3,11.3
2668,4542.02,4562.02,30. Celeste Anais Boureille,Portland Thorns,Lost balls,2nd half,56.3,12.0
2669,4543.61,4563.61,6. Alexandra Linsley Long Batista,OL Reign,Picking-ups,2nd half,48.7,56.0
2670,4543.63,4563.63,6. Alexandra Linsley Long Batista,OL Reign,Counter-attacks,2nd half,48.9,53.6
2671,4543.63,4563.63,6. Alexandra Linsley Long Batista,OL Reign,Dribbling,2nd half,48.9,53.6
2672,4544.65,4564.65,6. Alexandra Linsley Long Batista,OL Reign,Dribbles (Successful actions),2nd half,48.7,52.9
2673,4544.65,4564.65,12. Christine Margaret Sinclair,Portland Thorns,Tackles (Unsuccessful actions),2nd half,56.3,15.1
2674,4544.65,4564.65,12. Christine Margaret Sinclair,Portland Thorns,Challenges (lost),2nd half,56.3,15.1
2675,4544.65,4564.65,6. Alexandra Linsley Long Batista,OL Reign,Counter-attacks,2nd half,48.7,52.9
2676,4548.23,4568.23,6. Alexandra Linsley Long Batista,OL Reign,Passes (inaccurate),2nd half,56.7,52.2
2677,4548.23,4568.23,6. Alexandra Linsley Long Batista,OL Reign,Counter-attacks,2nd half,56.7,52.2
2678,4559.93,4579.93,15. Ellie Madison Carpenter,Portland Thorns,Passes accurate,2nd half,34.0,0.0
2679,4559.93,4579.93,15. Ellie Madison Carpenter,Portland Thorns,Positional attacks,2nd half,34.0,0.0
2680,4560.38,4580.38,7. Ana Maria Crnogorcevic,Portland Thorns,Passes (inaccurate),2nd half,47.0,3.4
2681,4560.38,4580.38,7. Ana Maria Crnogorcevic,Portland Thorns,Positional attacks,2nd half,47.0,3.4
2682,4561.93,4581.93,7. Stephanie-Elise Catley,OL Reign,Positional attacks,2nd half,48.7,61.3
2683,4561.93,4581.93,7. Stephanie-Elise Catley,OL Reign,Positional attacks,2nd half,48.7,61.3
2684,4561.93,4581.93,7. Stephanie-Elise Catley,OL Reign,Passes accurate,2nd half,48.7,61.3
2685,4561.93,4581.93,7. Stephanie-Elise Catley,OL Reign,Picking-ups,2nd half,48.7,61.3
2686,4562.93,4582.93,12. Christine Margaret Sinclair,Portland Thorns,Positional attacks,2nd half,48.7,9.8
2687,4562.93,4582.93,12. Christine Margaret Sinclair,Portland Thorns,Passes (inaccurate),2nd half,48.7,9.8
2688,4562.93,4582.93,6. Alexandra Linsley Long Batista,OL Reign,Challenges (lost),2nd half,56.3,58.2
2689,4562.93,4582.93,12. Christine Margaret Sinclair,Portland Thorns,Challenges (won),2nd half,48.7,9.8
2690,4562.93,4582.93,12. Christine Margaret Sinclair,Portland Thorns,Positional attacks,2nd half,48.7,9.8
2691,4564.67,4584.67,3. Lauren Kate Barnes,OL Reign,Passes accurate,2nd half,41.6,54.6
2692,4564.67,4584.67,3. Lauren Kate Barnes,OL Reign,Positional attacks,2nd half,41.6,54.6
2693,4564.67,4584.67,3. Lauren Kate Barnes,OL Reign,Positional attacks,2nd half,41.6,54.6
2694,4564.67,4584.67,3. Lauren Kate Barnes,OL Reign,Picking-ups,2nd half,41.6,54.6
2695,4566.13,4586.13,20. Rumi Utsugi,OL Reign,Positional attacks,2nd half,50.0,46.5
2696,4566.13,4586.13,20. Rumi Utsugi,OL Reign,Passes (inaccurate),2nd half,50.0,46.5
2697,4566.29,4586.29,10. Lindsey Michelle Horan,Portland Thorns,Positional attacks,2nd half,54.0,23.2
2698,4566.29,4586.29,10. Lindsey Michelle Horan,Portland Thorns,Interceptions (in opp. half),2nd half,54.0,23.2
2699,4566.29,4586.29,10. Lindsey Michelle Horan,Portland Thorns,Interceptions,2nd half,54.0,23.2
2700,4568.24,4588.24,10. Lindsey Michelle Horan,Portland Thorns,Positional attacks,2nd half,63.4,25.1
2701,4568.24,4588.24,10. Lindsey Michelle Horan,Portland Thorns,Dribbling,2nd half,63.4,25.1
2702,4568.24,4588.24,10. Lindsey Michelle Horan,Portland Thorns,Positional attacks,2nd half,63.4,25.1
2703,4573.09,4593.09,10. Lindsey Michelle Horan,Portland Thorns,Passes (inaccurate),2nd half,86.5,32.3
2704,4573.09,4593.09,10. Lindsey Michelle Horan,Portland Thorns,Positional attacks,2nd half,86.5,32.3
2705,4573.77,4593.77,4. Megan Leigh Oyster,OL Reign,Positional attacks,2nd half,18.9,33.3
2706,4573.77,4593.77,4. Megan Leigh Oyster,OL Reign,Interceptions,2nd half,18.9,33.3
2707,4576.19,4596.19,30. Celeste Anais Boureille,Portland Thorns,Passes accurate,2nd half,75.6,40.5
2708,4576.19,4596.19,30. Celeste Anais Boureille,Portland Thorns,Positional attacks,2nd half,75.6,40.5
2709,4576.19,4596.19,30. Celeste Anais Boureille,Portland Thorns,Positional attacks,2nd half,75.6,40.5
2710,4576.19,4596.19,30. Celeste Anais Boureille,Portland Thorns,Picking-ups (in opp. half),2nd half,75.6,40.5
2711,4576.19,4596.19,30. Celeste Anais Boureille,Portland Thorns,Picking-ups,2nd half,75.6,40.5
2712,4578.51,4598.51,17. Tobin Powell Powell Heath,Portland Thorns,Positional attacks,2nd half,85.1,61.5
2713,4578.51,4598.51,17. Tobin Powell Powell Heath,Portland Thorns,Dribbling,2nd half,85.1,61.5
2714,4583.13,4603.13,22. Jasmyne Spencer,OL Reign,Challenges (lost),2nd half,10.7,4.3
2715,4583.13,4603.13,22. Jasmyne Spencer,OL Reign,Tackles (Unsuccessful actions),2nd half,10.7,4.3
2716,4583.13,4603.13,17. Tobin Powell Powell Heath,Portland Thorns,Dribbles (Successful actions),2nd half,94.3,63.7
2717,4583.13,4603.13,17. Tobin Powell Powell Heath,Portland Thorns,Positional attacks,2nd half,94.3,63.7
2718,4585.82,4605.82,17. Tobin Powell Powell Heath,Portland Thorns,Passes accurate,2nd half,85.5,55.8
2719,4585.82,4605.82,17. Tobin Powell Powell Heath,Portland Thorns,Positional attacks,2nd half,85.5,55.8
2720,4589.21,4609.21,25. Meghan Elizabeth Klingenberg,Portland Thorns,Positional attacks,2nd half,96.8,63.0
2721,4594.86,4614.86,25. Meghan Elizabeth Klingenberg,Portland Thorns,Positional attacks,2nd half,95.3,63.2
2722,4594.86,4614.86,25. Meghan Elizabeth Klingenberg,Portland Thorns,Passes accurate,2nd half,95.3,63.2
2723,4598.17,4618.17,4. Emily Townsend Menges,Portland Thorns,Positional attacks,2nd half,61.1,58.2
2724,4599.22,4619.22,4. Emily Townsend Menges,Portland Thorns,Passes accurate,2nd half,63.2,57.5
2725,4599.22,4619.22,4. Emily Townsend Menges,Portland Thorns,Positional attacks,2nd half,63.2,57.5
2726,4600.16,4620.16,30. Celeste Anais Boureille,Portland Thorns,Positional attacks,2nd half,76.2,64.2
2727,4601.59,4621.59,30. Celeste Anais Boureille,Portland Thorns,Positional attacks,2nd half,76.2,64.2
2728,4601.59,4621.59,30. Celeste Anais Boureille,Portland Thorns,Passes accurate,2nd half,76.2,64.2
2729,4602.43,4622.43,25. Meghan Elizabeth Klingenberg,Portland Thorns,Positional attacks,2nd half,84.4,66.8
2730,4603.65,4623.65,25. Meghan Elizabeth Klingenberg,Portland Thorns,Positional attacks,2nd half,83.4,63.7
2731,4603.65,4623.65,25. Meghan Elizabeth Klingenberg,Portland Thorns,Passes accurate,2nd half,83.4,63.7
2732,4604.51,4624.51,17. Tobin Powell Powell Heath,Portland Thorns,Positional attacks,2nd half,81.1,58.7
2733,4605.09,4625.09,17. Tobin Powell Powell Heath,Portland Thorns,Positional attacks,2nd half,78.3,57.9
2734,4605.09,4625.09,17. Tobin Powell Powell Heath,Portland Thorns,Passes accurate,2nd half,78.3,57.9
2735,4606.22,4626.22,30. Celeste Anais Boureille,Portland Thorns,Positional attacks,2nd half,71.8,58.4
2736,4606.62,4626.62,30. Celeste Anais Boureille,Portland Thorns,Lost balls,2nd half,100.6,35.0
2737,4606.62,4626.62,30. Celeste Anais Boureille,Portland Thorns,Positional attacks,2nd half,73.1,56.7
2738,4606.62,4626.62,30. Celeste Anais Boureille,Portland Thorns,Passes into the penalty box,2nd half,73.1,56.7
2739,4606.62,4626.62,30. Celeste Anais Boureille,Portland Thorns,Passes (inaccurate),2nd half,73.1,56.7
2740,4608.88,4628.88,1. Lydia Grace Yilkari Williams,OL Reign,Picking-ups,2nd half,4.4,33.0
2741,4608.88,4628.88,1. Lydia Grace Yilkari Williams,OL Reign,Positional attacks,2nd half,4.4,33.0
2742,4612.57,4632.57,1. Lydia Grace Yilkari Williams,OL Reign,Passes accurate,2nd half,14.9,33.5
2743,4612.57,4632.57,1. Lydia Grace Yilkari Williams,OL Reign,Counter-attacks,2nd half,14.9,33.5
2744,4615.66,4635.66,4. Emily Townsend Menges,Portland Thorns,Counter-attacks,2nd half,46.6,37.6
2745,4615.66,4635.66,4. Emily Townsend Menges,Portland Thorns,Passes (inaccurate),2nd half,46.6,37.6
2746,4615.66,4635.66,14. Jodie Lee Taylor,OL Reign,Air challenges (lost),2nd half,58.4,30.4
2747,4615.66,4635.66,4. Emily Townsend Menges,Portland Thorns,Challenges (won),2nd half,46.6,37.6
2748,4615.66,4635.66,4. Emily Townsend Menges,Portland Thorns,Air challenges (won),2nd half,46.6,37.6
2749,4615.66,4635.66,14. Jodie Lee Taylor,OL Reign,Challenges (lost),2nd half,58.4,30.4
2750,4615.66,4635.66,4. Emily Townsend Menges,Portland Thorns,Counter-attacks,2nd half,46.6,37.6
2751,4617.88,4637.88,22. Jasmyne Spencer,OL Reign,Picking-ups (in opp. half),2nd half,57.8,9.8
2752,4617.88,4637.88,22. Jasmyne Spencer,OL Reign,Picking-ups,2nd half,57.8,9.8
2753,4617.88,4637.88,22. Jasmyne Spencer,OL Reign,Counter-attacks,2nd half,57.8,9.8
2754,4621.64,4641.64,22. Jasmyne Spencer,OL Reign,Passes (inaccurate),2nd half,79.0,2.9
2755,4621.64,4641.64,22. Jasmyne Spencer,OL Reign,Counter-attacks,2nd half,79.0,2.9
2756,4621.64,4641.64,22. Jasmyne Spencer,OL Reign,Lost balls,2nd half,101.0,11.7
2757,4625.74,4645.74,25. Meghan Elizabeth Klingenberg,Portland Thorns,Picking-ups,2nd half,4.0,56.3
2758,4625.74,4645.74,25. Meghan Elizabeth Klingenberg,Portland Thorns,Counter-attacks,2nd half,4.0,56.3
2759,4629.66,4649.66,25. Meghan Elizabeth Klingenberg,Portland Thorns,Passes accurate,2nd half,1.7,60.3
2760,4632.26,4652.26,4. Emily Townsend Menges,Portland Thorns,Passes accurate,2nd half,11.6,62.0
2761,4633.75,4653.75,12. Christine Margaret Sinclair,Portland Thorns,Passes accurate,2nd half,27.9,56.5
2762,4636.11,4656.11,9. Caitlin Jade Foord,Portland Thorns,Challenges (lost),2nd half,44.3,64.9
2763,4636.11,4656.11,4. Megan Leigh Oyster,OL Reign,Challenges (won),2nd half,60.7,3.1
2764,4652.04,4672.04,25. Meghan Elizabeth Klingenberg,Portland Thorns,Positional attacks,2nd half,42.2,68.0
2765,4652.04,4672.04,25. Meghan Elizabeth Klingenberg,Portland Thorns,Passes accurate,2nd half,42.2,68.0
2766,4652.87,4672.87,10. Lindsey Michelle Horan,Portland Thorns,Passes accurate,2nd half,42.6,59.6
2767,4652.87,4672.87,10. Lindsey Michelle Horan,Portland Thorns,Positional attacks,2nd half,42.6,59.6
2768,4653.95,4673.95,25. Meghan Elizabeth Klingenberg,Portland Thorns,Positional attacks,2nd half,42.4,66.1
2769,4656.49,4676.49,25. Meghan Elizabeth Klingenberg,Portland Thorns,Positional attacks,2nd half,40.5,66.1
2770,4656.49,4676.49,25. Meghan Elizabeth Klingenberg,Portland Thorns,Passes accurate,2nd half,40.5,66.1
2771,4657.32,4677.32,4. Emily Townsend Menges,Portland Thorns,Positional attacks,2nd half,32.8,65.6
2772,4657.32,4677.32,4. Emily Townsend Menges,Portland Thorns,Passes accurate,2nd half,32.8,65.6
2773,4658.97,4678.97,12. Christine Margaret Sinclair,Portland Thorns,Positional attacks,2nd half,56.1,59.9
2774,4658.97,4678.97,12. Christine Margaret Sinclair,Portland Thorns,Passes accurate,2nd half,56.1,59.9
2775,4660.2,4680.2,4. Megan Leigh Oyster,OL Reign,Positional attacks,2nd half,39.7,14.4
2776,4660.2,4680.2,9. Caitlin Jade Foord,Portland Thorns,Challenges (lost),2nd half,65.3,53.6
2777,4660.2,4680.2,4. Megan Leigh Oyster,OL Reign,Challenges (won),2nd half,39.7,14.4
2778,4661.35,4681.35,20. Rumi Utsugi,OL Reign,Positional attacks,2nd half,44.1,9.8
2779,4661.35,4681.35,20. Rumi Utsugi,OL Reign,Challenges (won),2nd half,44.1,9.8
2780,4661.35,4681.35,12. Christine Margaret Sinclair,Portland Thorns,Challenges (lost),2nd half,60.9,58.2
2781,4662.7,4682.7,3. Lauren Kate Barnes,OL Reign,Positional attacks,2nd half,32.5,21.3
2782,4662.7,4682.7,7. Ana Maria Crnogorcevic,Portland Thorns,Challenges (lost),2nd half,72.5,46.7
2783,4662.7,4682.7,3. Lauren Kate Barnes,OL Reign,Challenges (won),2nd half,32.5,21.3
2784,4664.47,4684.47,17. Tobin Powell Powell Heath,Portland Thorns,Positional attacks,2nd half,62.6,61.1
2785,4664.47,4684.47,17. Tobin Powell Powell Heath,Portland Thorns,Picking-ups,2nd half,62.6,61.1
2786,4664.47,4684.47,17. Tobin Powell Powell Heath,Portland Thorns,Picking-ups (in opp. half),2nd half,62.6,61.1
2787,4664.49,4684.49,17. Tobin Powell Powell Heath,Portland Thorns,Dribbling,2nd half,61.5,63.9
2788,4664.49,4684.49,17. Tobin Powell Powell Heath,Portland Thorns,Positional attacks,2nd half,61.5,63.9
2789,4666.03,4686.03,17. Tobin Powell Powell Heath,Portland Thorns,Positional attacks,2nd half,70.3,62.0
2790,4666.03,4686.03,20. Rumi Utsugi,OL Reign,Tackles (Unsuccessful actions),2nd half,34.7,6
2791,4666.03,4686.03,20. Rumi Utsugi,OL Reign,Challenges (lost),2nd half,34.7,6
2792,4666.03,4686.03,17. Tobin Powell Powell Heath,Portland Thorns,Dribbles (Successful actions),2nd half,70.3,62.0
2793,4669.02,4689.02,17. Tobin Powell Powell Heath,Portland Thorns,Positional attacks,2nd half,76.4,54.6
2794,4669.02,4689.02,17. Tobin Powell Powell Heath,Portland Thorns,Passes accurate,2nd half,76.4,54.6
2795,4669.85,4689.85,10. Lindsey Michelle Horan,Portland Thorns,Positional attacks,2nd half,78.5,41.7
2796,4670.82,4690.82,15. Megan Anna Rapinoe,OL Reign,Positional attacks,2nd half,25.0,29.9
2797,4670.82,4690.82,10. Lindsey Michelle Horan,Portland Thorns,Challenges (lost),2nd half,80,38.1
2798,4670.82,4690.82,15. Megan Anna Rapinoe,OL Reign,Challenges (won),2nd half,25.0,29.9
2799,4670.82,4690.82,15. Megan Anna Rapinoe,OL Reign,Tackles (Successful actions),2nd half,25.0,29.9
2800,4672.27,4692.27,12. Christine Margaret Sinclair,Portland Thorns,Positional attacks,2nd half,81.1,42.4
2801,4672.27,4692.27,12. Christine Margaret Sinclair,Portland Thorns,Picking-ups (in opp. half),2nd half,81.1,42.4
2802,4672.27,4692.27,12. Christine Margaret Sinclair,Portland Thorns,Picking-ups,2nd half,81.1,42.4
2803,4673.42,4693.42,12. Christine Margaret Sinclair,Portland Thorns,Positional attacks,2nd half,78.5,42.1
2804,4673.42,4693.42,12. Christine Margaret Sinclair,Portland Thorns,Passes accurate,2nd half,78.5,42.1
2805,4674.83,4694.83,15. Ellie Madison Carpenter,Portland Thorns,Positional attacks,2nd half,78.3,16.8
2806,4674.83,4694.83,15. Ellie Madison Carpenter,Portland Thorns,Dribbling,2nd half,78.3,16.8
2807,4679.04,4699.04,15. Ellie Madison Carpenter,Portland Thorns,Challenges (lost),2nd half,94.1,16
2808,4679.04,4699.04,7. Stephanie-Elise Catley,OL Reign,Positional attacks,2nd half,10.9,52.0
2809,4679.04,4699.04,7. Stephanie-Elise Catley,OL Reign,Challenges (won),2nd half,10.9,52.0
2810,4679.04,4699.04,7. Stephanie-Elise Catley,OL Reign,Tackles (Successful actions),2nd half,10.9,52.0
2811,4682.58,4702.58,30. Celeste Anais Boureille,Portland Thorns,Positional attacks,2nd half,76.4,4.3
2812,4682.58,4702.58,30. Celeste Anais Boureille,Portland Thorns,Picking-ups (in opp. half),2nd half,76.4,4.3
2813,4682.58,4702.58,30. Celeste Anais Boureille,Portland Thorns,Picking-ups,2nd half,76.4,4.3
2814,4682.6,4702.6,30. Celeste Anais Boureille,Portland Thorns,Positional attacks,2nd half,76.0,2.9
2815,4682.6,4702.6,30. Celeste Anais Boureille,Portland Thorns,Dribbling,2nd half,76.0,2.9
2816,4685.05,4705.05,30. Celeste Anais Boureille,Portland Thorns,Positional attacks,2nd half,85.5,10.5
2817,4685.05,4705.05,30. Celeste Anais Boureille,Portland Thorns,Passes accurate,2nd half,85.5,10.5
2818,4687.83,4707.83,15. Ellie Madison Carpenter,Portland Thorns,Crosses (inaccurate),2nd half,103.1,5.0
2819,4687.83,4707.83,15. Ellie Madison Carpenter,Portland Thorns,Positional attacks,2nd half,103.1,5.0
2820,4687.83,4707.83,15. Ellie Madison Carpenter,Portland Thorns,Positional attacks,2nd half,103.1,5.0
2821,4687.83,4707.83,15. Ellie Madison Carpenter,Portland Thorns,Passes into the penalty box,2nd half,103.1,5.0
2822,4687.83,4707.83,15. Ellie Madison Carpenter,Portland Thorns,Passes (inaccurate),2nd half,103.1,5.0
2823,4689.88,4709.88,22. Jasmyne Spencer,OL Reign,Positional attacks,2nd half,8.2,27.3
2824,4689.88,4709.88,22. Jasmyne Spencer,OL Reign,Passes (inaccurate),2nd half,8.2,27.3
2825,4689.88,4709.88,22. Jasmyne Spencer,OL Reign,Positional attacks,2nd half,8.2,27.3
2826,4689.88,4709.88,22. Jasmyne Spencer,OL Reign,Interceptions,2nd half,8.2,27.3
2827,4690.63,4740.63,12. Christine Margaret Sinclair,Portland Thorns,Assists,2nd half,79.2,18.0
2828,4691.96,4741.96,1. Lydia Grace Yilkari Williams,OL Reign,Goals conceded,2nd half,8.4,32.3
2829,4691.96,4741.96,10. Lindsey Michelle Horan,Portland Thorns,Goals,2nd half,96.6,35.7
2830,4692.62,4712.62,25. Meghan Elizabeth Klingenberg,Portland Thorns,Passes accurate,2nd half,73.5,38.3
2831,4692.62,4712.62,25. Meghan Elizabeth Klingenberg,Portland Thorns,Positional attacks,2nd half,73.5,38.3
2832,4692.62,4712.62,25. Meghan Elizabeth Klingenberg,Portland Thorns,Picking-ups (in opp. half),2nd half,73.5,38.3
2833,4692.62,4712.62,25. Meghan Elizabeth Klingenberg,Portland Thorns,Positional attacks,2nd half,73.5,38.3
2834,4692.62,4712.62,25. Meghan Elizabeth Klingenberg,Portland Thorns,Picking-ups,2nd half,73.5,38.3
2835,4694.03,4714.03,7. Ana Maria Crnogorcevic,Portland Thorns,Positional attacks,2nd half,84.0,20.6
2836,4694.03,4714.03,7. Ana Maria Crnogorcevic,Portland Thorns,Passes accurate,2nd half,84.0,20.6
2837,4694.91,4714.91,10. Lindsey Michelle Horan,Portland Thorns,Positional attacks,2nd half,81.7,27.8
2838,4694.91,4714.91,10. Lindsey Michelle Horan,Portland Thorns,Challenges (lost),2nd half,81.7,27.8
2839,4694.91,4714.91,8. Theresa Eslund,OL Reign,Tackles (Successful actions),2nd half,23.3,40.2
2840,4694.91,4714.91,8. Theresa Eslund,OL Reign,Challenges (won),2nd half,23.3,40.2
2841,4694.91,4714.91,10. Lindsey Michelle Horan,Portland Thorns,Dribbles (Unsuccessful actions),2nd half,81.7,27.8
2842,4696.87,4716.87,20. Rumi Utsugi,OL Reign,Positional attacks,2nd half,20.4,33.8
2843,4696.87,4716.87,20. Rumi Utsugi,OL Reign,Picking-ups,2nd half,20.4,33.8
